date,value
2021-12-14T19:40:00.000Z,null
2021-12-14T19:45:00.000Z,null
2021-12-14T19:50:00.000Z,null
2021-12-14T19:55:00.000Z,null
2021-12-14T20:00:00.000Z,null
2021-12-14T20:05:00.000Z,null
2021-12-14T20:10:00.000Z,null
2021-12-14T20:15:00.000Z,null
2021-12-14T20:20:00.000Z,null
2021-12-14T20:25:00.000Z,null
2021-12-14T20:30:00.000Z,null
2021-12-14T20:35:00.000Z,null
2021-12-14T20:40:00.000Z,null
2021-12-14T20:45:00.000Z,null
2021-12-14T20:50:00.000Z,null
2021-12-14T20:55:00.000Z,null
2021-12-14T21:00:00.000Z,null
2021-12-14T21:05:00.000Z,null
2021-12-14T21:10:00.000Z,null
2021-12-14T21:15:00.000Z,null
2021-12-14T21:20:00.000Z,null
2021-12-14T21:25:00.000Z,null
2021-12-14T21:30:00.000Z,null
2021-12-14T21:35:00.000Z,null
2021-12-14T21:40:00.000Z,null
2021-12-14T21:45:00.000Z,null
2021-12-14T21:50:00.000Z,null
2021-12-14T21:55:00.000Z,null
2021-12-14T22:00:00.000Z,null
2021-12-14T22:05:00.000Z,null
2021-12-14T22:10:00.000Z,null
2021-12-14T22:15:00.000Z,null
2021-12-14T22:20:00.000Z,null
2021-12-14T22:25:00.000Z,null
2021-12-14T22:30:00.000Z,null
2021-12-14T22:35:00.000Z,null
2021-12-14T22:40:00.000Z,null
2021-12-14T22:45:00.000Z,null
2021-12-14T22:50:00.000Z,null
2021-12-14T22:55:00.000Z,null
2021-12-14T23:00:00.000Z,null
2021-12-14T23:05:00.000Z,null
2021-12-14T23:10:00.000Z,null
2021-12-14T23:15:00.000Z,null
2021-12-14T23:20:00.000Z,null
2021-12-14T23:25:00.000Z,null
2021-12-14T23:30:00.000Z,null
2021-12-14T23:35:00.000Z,null
2021-12-14T23:40:00.000Z,null
2021-12-14T23:45:00.000Z,null
2021-12-14T23:50:00.000Z,null
2021-12-14T23:55:00.000Z,null
2021-12-15T00:00:00.000Z,null
2021-12-15T00:05:00.000Z,null
2021-12-15T00:10:00.000Z,null
2021-12-15T00:15:00.000Z,null
2021-12-15T00:20:00.000Z,null
2021-12-15T00:25:00.000Z,null
2021-12-15T00:30:00.000Z,null
2021-12-15T00:35:00.000Z,null
2021-12-15T00:40:00.000Z,null
2021-12-15T00:45:00.000Z,null
2021-12-15T00:50:00.000Z,null
2021-12-15T00:55:00.000Z,null
2021-12-15T01:00:00.000Z,null
2021-12-15T01:05:00.000Z,null
