date,value
2021-12-13T10:00:00.000Z,16.493958333333186
2021-12-13T11:00:00.000Z,16.375499999999835
2021-12-13T12:00:00.000Z,16.275500000000058
2021-12-13T13:00:00.000Z,16.202833333333267
2021-12-13T14:00:00.000Z,18.16138888888905
2021-12-13T15:00:00.000Z,19.073361111111073
2021-12-13T16:00:00.000Z,19.273027777777944
2021-12-13T17:00:00.000Z,19.556249999999878
2021-12-13T18:00:00.000Z,19.77986111111126
2021-12-13T19:00:00.000Z,19.800902777777765
2021-12-13T20:00:00.000Z,19.893263888888765
2021-12-13T21:00:00.000Z,19.07633333333348
2021-12-13T22:00:00.000Z,18.004833333333412
2021-12-13T23:00:00.000Z,17.631833333333464
2021-12-14T00:00:00.000Z,17.327166666666777
2021-12-14T01:00:00.000Z,17.046333333333145
2021-12-14T02:00:00.000Z,16.807000000000116
2021-12-14T03:00:00.000Z,16.653000000000027
2021-12-14T04:00:00.000Z,16.52999999999991
2021-12-14T05:00:00.000Z,18.219166666666844
2021-12-14T06:00:00.000Z,19.09890277777776
2021-12-14T07:00:00.000Z,17.442430555555685
2021-12-14T08:00:00.000Z,16.692333333333213
2021-12-14T09:00:00.000Z,16.523986111110943
2021-12-14T10:00:00.000Z,16.47909722222201
2021-12-14T11:00:00.000Z,17.070083333333304
2021-12-14T12:00:00.000Z,19.090027777777703
2021-12-14T13:00:00.000Z,19.313444444444645
2021-12-14T14:00:00.000Z,19.437444444444402
2021-12-14T15:00:00.000Z,19.61141666666676
2021-12-14T16:00:00.000Z,19.686666666666788
2021-12-14T17:00:00.000Z,19.727500000000035
2021-12-14T18:00:00.000Z,19.58444444444448
2021-12-14T19:00:00.000Z,19.77795833333349
2021-12-14T20:00:00.000Z,19.803333333333413
2021-12-14T21:00:00.000Z,18.84506944444456
2021-12-14T22:00:00.000Z,17.76527777777794
2021-12-14T23:00:00.000Z,17.405000000000143
2021-12-15T00:00:00.000Z,17.163611111111233
2021-12-15T01:00:00.000Z,16.92333333333338
2021-12-15T02:00:00.000Z,16.746750000000002
2021-12-15T03:00:00.000Z,16.61516666666679
2021-12-15T04:00:00.000Z,16.477180555555435
2021-12-15T05:00:00.000Z,18.20900000000024
2021-12-15T06:00:00.000Z,19.071000000000048
2021-12-15T07:00:00.000Z,19.20754166666672
2021-12-15T08:00:00.000Z,17.50063888888906
2021-12-15T09:00:00.000Z,16.98322222222211
2021-12-15T10:00:00.000Z,16.896333333333203
2021-12-15T11:00:00.000Z,16.966499999999982
2021-12-15T12:00:00.000Z,16.973499999999905
2021-12-15T13:00:00.000Z,16.90850000000014
2021-12-15T14:00:00.000Z,18.665833333333467
2021-12-15T15:00:00.000Z,19.36600000000002
2021-12-15T16:00:00.000Z,19.49294444444439
2021-12-15T17:00:00.000Z,19.583416666666395
2021-12-15T18:00:00.000Z,19.260666666666484
2021-12-15T19:00:00.000Z,null
