Fra,Til,KWH 60 Forbruk
04.04.2020 20:00,04.04.2020 21:00,"1,465"
04.04.2020 21:00,04.04.2020 22:00,"1,645"
04.04.2020 22:00,04.04.2020 23:00,"1,621"
04.04.2020 23:00,05.04.2020 00:00,"1,654"
05.04.2020 00:00,05.04.2020 01:00,"2,142"
05.04.2020 01:00,05.04.2020 02:00,"2,047"
05.04.2020 02:00,05.04.2020 03:00,"1,794"
05.04.2020 03:00,05.04.2020 04:00,"1,955"
05.04.2020 04:00,05.04.2020 05:00,"1,75"
05.04.2020 05:00,05.04.2020 06:00,"1,89"
05.04.2020 06:00,05.04.2020 07:00,"2,29"
05.04.2020 07:00,05.04.2020 08:00,"1,914"
05.04.2020 08:00,05.04.2020 09:00,"1,733"
05.04.2020 09:00,05.04.2020 10:00,"1,881"
05.04.2020 10:00,05.04.2020 11:00,"1,982"
05.04.2020 11:00,05.04.2020 12:00,"2,642"
05.04.2020 12:00,05.04.2020 13:00,"2,091"
05.04.2020 13:00,05.04.2020 14:00,"2,841"
05.04.2020 14:00,05.04.2020 15:00,"3,059"
05.04.2020 15:00,05.04.2020 16:00,"3,098"
05.04.2020 16:00,05.04.2020 17:00,"1,561"
05.04.2020 17:00,05.04.2020 18:00,"1,513"
05.04.2020 18:00,05.04.2020 19:00,"1,953"
05.04.2020 19:00,05.04.2020 20:00,"1,74"
05.04.2020 20:00,05.04.2020 21:00,"1,653"
05.04.2020 21:00,05.04.2020 22:00,"1,766"
05.04.2020 22:00,05.04.2020 23:00,"1,968"
05.04.2020 23:00,06.04.2020 00:00,"1,796"
06.04.2020 00:00,06.04.2020 01:00,"1,713"
06.04.2020 01:00,06.04.2020 02:00,"1,725"
06.04.2020 02:00,06.04.2020 03:00,"2,027"
06.04.2020 03:00,06.04.2020 04:00,"2,091"
06.04.2020 04:00,06.04.2020 05:00,"1,687"
06.04.2020 05:00,06.04.2020 06:00,"1,822"
06.04.2020 06:00,06.04.2020 07:00,"1,738"
06.04.2020 07:00,06.04.2020 08:00,"1,665"
06.04.2020 08:00,06.04.2020 09:00,"2,193"
06.04.2020 09:00,06.04.2020 10:00,"1,846"
06.04.2020 10:00,06.04.2020 11:00,"1,552"
06.04.2020 11:00,06.04.2020 12:00,"1,533"
06.04.2020 12:00,06.04.2020 13:00,"1,468"
06.04.2020 13:00,06.04.2020 14:00,"1,481"
06.04.2020 14:00,06.04.2020 15:00,"2,008"
06.04.2020 15:00,06.04.2020 16:00,"1,549"
06.04.2020 16:00,06.04.2020 17:00,"1,371"
06.04.2020 17:00,06.04.2020 18:00,"1,388"
06.04.2020 18:00,06.04.2020 19:00,"1,348"
06.04.2020 19:00,06.04.2020 20:00,"1,306"
06.04.2020 20:00,06.04.2020 21:00,"1,413"
06.04.2020 21:00,06.04.2020 22:00,"2,043"
06.04.2020 22:00,06.04.2020 23:00,"1,444"
06.04.2020 23:00,07.04.2020 00:00,"1,377"
07.04.2020 00:00,07.04.2020 01:00,"1,457"
07.04.2020 01:00,07.04.2020 02:00,"1,535"
07.04.2020 02:00,07.04.2020 03:00,"1,456"
07.04.2020 03:00,07.04.2020 04:00,"1,966"
07.04.2020 04:00,07.04.2020 05:00,"1,438"
07.04.2020 05:00,07.04.2020 06:00,"1,529"
07.04.2020 06:00,07.04.2020 07:00,"1,479"
07.04.2020 07:00,07.04.2020 08:00,"1,451"
07.04.2020 08:00,07.04.2020 09:00,"1,439"
07.04.2020 09:00,07.04.2020 10:00,"1,532"
07.04.2020 10:00,07.04.2020 11:00,"1,967"
07.04.2020 11:00,07.04.2020 12:00,"1,186"
07.04.2020 12:00,07.04.2020 13:00,"1,434"
07.04.2020 13:00,07.04.2020 14:00,"1,333"
07.04.2020 14:00,07.04.2020 15:00,"1,214"
07.04.2020 15:00,07.04.2020 16:00,"1,348"
07.04.2020 16:00,07.04.2020 17:00,"1,253"
07.04.2020 17:00,07.04.2020 18:00,"1,791"
07.04.2020 18:00,07.04.2020 19:00,"1,158"
07.04.2020 19:00,07.04.2020 20:00,"1,177"
07.04.2020 20:00,07.04.2020 21:00,"1,274"
07.04.2020 21:00,07.04.2020 22:00,"1,186"
07.04.2020 22:00,07.04.2020 23:00,"1,272"
07.04.2020 23:00,08.04.2020 00:00,"1,375"
08.04.2020 00:00,08.04.2020 01:00,"1,898"
08.04.2020 01:00,08.04.2020 02:00,"1,232"
08.04.2020 02:00,08.04.2020 03:00,"1,392"
08.04.2020 03:00,08.04.2020 04:00,"1,454"
08.04.2020 04:00,08.04.2020 05:00,"1,411"
08.04.2020 05:00,08.04.2020 06:00,"1,382"
08.04.2020 06:00,08.04.2020 07:00,"1,416"
08.04.2020 07:00,08.04.2020 08:00,"2,036"
08.04.2020 08:00,08.04.2020 09:00,"1,358"
08.04.2020 09:00,08.04.2020 10:00,"1,336"
08.04.2020 10:00,08.04.2020 11:00,"1,437"
08.04.2020 11:00,08.04.2020 12:00,"1,485"
08.04.2020 12:00,08.04.2020 13:00,"1,421"
08.04.2020 13:00,08.04.2020 14:00,"1,33"
08.04.2020 14:00,08.04.2020 15:00,"1,843"
08.04.2020 15:00,08.04.2020 16:00,"1,439"
08.04.2020 16:00,08.04.2020 17:00,"1,397"
08.04.2020 17:00,08.04.2020 18:00,"1,303"
08.04.2020 18:00,08.04.2020 19:00,"1,283"
08.04.2020 19:00,08.04.2020 20:00,"1,354"
08.04.2020 20:00,08.04.2020 21:00,"1,311"
08.04.2020 21:00,08.04.2020 22:00,"1,893"
08.04.2020 22:00,08.04.2020 23:00,"1,329"
08.04.2020 23:00,09.04.2020 00:00,"1,417"
09.04.2020 00:00,09.04.2020 01:00,"1,407"
09.04.2020 01:00,09.04.2020 02:00,"1,373"
09.04.2020 02:00,09.04.2020 03:00,"1,401"
09.04.2020 03:00,09.04.2020 04:00,"1,424"
09.04.2020 04:00,09.04.2020 05:00,"2,031"
09.04.2020 05:00,09.04.2020 06:00,"1,48"
09.04.2020 06:00,09.04.2020 07:00,"1,575"
09.04.2020 07:00,09.04.2020 08:00,"1,533"
09.04.2020 08:00,09.04.2020 09:00,"1,463"
09.04.2020 09:00,09.04.2020 10:00,"1,446"
09.04.2020 10:00,09.04.2020 11:00,"1,58"
09.04.2020 11:00,09.04.2020 12:00,"1,786"
09.04.2020 12:00,09.04.2020 13:00,"1,249"
09.04.2020 13:00,09.04.2020 14:00,"1,312"
09.04.2020 14:00,09.04.2020 15:00,"1,379"
09.04.2020 15:00,09.04.2020 16:00,"1,239"
09.04.2020 16:00,09.04.2020 17:00,"1,355"
09.04.2020 17:00,09.04.2020 18:00,"1,106"
09.04.2020 18:00,09.04.2020 19:00,"1,859"
09.04.2020 19:00,09.04.2020 20:00,"1,14"
09.04.2020 20:00,09.04.2020 21:00,"1,281"
09.04.2020 21:00,09.04.2020 22:00,"1,379"
09.04.2020 22:00,09.04.2020 23:00,"1,333"
09.04.2020 23:00,10.04.2020 00:00,"1,339"
10.04.2020 00:00,10.04.2020 01:00,"1,471"
10.04.2020 01:00,10.04.2020 02:00,"1,956"
10.04.2020 02:00,10.04.2020 03:00,"1,492"
10.04.2020 03:00,10.04.2020 04:00,"1,424"
10.04.2020 04:00,10.04.2020 05:00,"1,419"
10.04.2020 05:00,10.04.2020 06:00,"1,56"
10.04.2020 06:00,10.04.2020 07:00,"1,533"
10.04.2020 07:00,10.04.2020 08:00,"1,779"
10.04.2020 08:00,10.04.2020 09:00,"1,608"
10.04.2020 09:00,10.04.2020 10:00,"1,521"
10.04.2020 10:00,10.04.2020 11:00,"1,418"
10.04.2020 11:00,10.04.2020 12:00,"1,211"
10.04.2020 12:00,10.04.2020 13:00,"1,397"
10.04.2020 13:00,10.04.2020 14:00,"1,403"
10.04.2020 14:00,10.04.2020 15:00,"1,8"
10.04.2020 15:00,10.04.2020 16:00,"1,369"
10.04.2020 16:00,10.04.2020 17:00,"1,258"
10.04.2020 17:00,10.04.2020 18:00,"1,204"
10.04.2020 18:00,10.04.2020 19:00,"1,182"
10.04.2020 19:00,10.04.2020 20:00,"1,166"
10.04.2020 20:00,10.04.2020 21:00,"1,302"
10.04.2020 21:00,10.04.2020 22:00,"1,775"
10.04.2020 22:00,10.04.2020 23:00,"1,266"
10.04.2020 23:00,11.04.2020 00:00,"1,413"
11.04.2020 00:00,11.04.2020 01:00,"1,427"
11.04.2020 01:00,11.04.2020 02:00,"1,354"
11.04.2020 02:00,11.04.2020 03:00,"1,424"
11.04.2020 03:00,11.04.2020 04:00,"1,598"
11.04.2020 04:00,11.04.2020 05:00,"1,911"
11.04.2020 05:00,11.04.2020 06:00,"1,498"
11.04.2020 06:00,11.04.2020 07:00,"1,573"
11.04.2020 07:00,11.04.2020 08:00,"1,59"
11.04.2020 08:00,11.04.2020 09:00,"1,52"
11.04.2020 09:00,11.04.2020 10:00,"1,434"
11.04.2020 10:00,11.04.2020 11:00,"1,434"
11.04.2020 11:00,11.04.2020 12:00,"2,016"
11.04.2020 12:00,11.04.2020 13:00,"1,413"
11.04.2020 13:00,11.04.2020 14:00,"1,479"
11.04.2020 14:00,11.04.2020 15:00,"1,47"
11.04.2020 15:00,11.04.2020 16:00,"1,474"
11.04.2020 16:00,11.04.2020 17:00,"1,519"
11.04.2020 17:00,11.04.2020 18:00,"1,756"
11.04.2020 18:00,11.04.2020 19:00,"1,877"
11.04.2020 19:00,11.04.2020 20:00,"1,484"
11.04.2020 20:00,11.04.2020 21:00,"1,552"
11.04.2020 21:00,11.04.2020 22:00,"1,575"
11.04.2020 22:00,11.04.2020 23:00,"1,606"
11.04.2020 23:00,12.04.2020 00:00,"1,566"
12.04.2020 00:00,12.04.2020 01:00,"1,678"
12.04.2020 01:00,12.04.2020 02:00,"1,881"
12.04.2020 02:00,12.04.2020 03:00,"1,547"
12.04.2020 03:00,12.04.2020 04:00,"1,529"
12.04.2020 04:00,12.04.2020 05:00,"1,547"
12.04.2020 05:00,12.04.2020 06:00,"1,519"
12.04.2020 06:00,12.04.2020 07:00,"1,526"
12.04.2020 07:00,12.04.2020 08:00,"1,769"
12.04.2020 08:00,12.04.2020 09:00,"1,824"
12.04.2020 09:00,12.04.2020 10:00,"1,535"
12.04.2020 10:00,12.04.2020 11:00,"1,454"
12.04.2020 11:00,12.04.2020 12:00,"1,423"
12.04.2020 12:00,12.04.2020 13:00,"1,513"
12.04.2020 13:00,12.04.2020 14:00,"1,463"
12.04.2020 14:00,12.04.2020 15:00,"1,555"
12.04.2020 15:00,12.04.2020 16:00,"1,813"
12.04.2020 16:00,12.04.2020 17:00,"1,4"
12.04.2020 17:00,12.04.2020 18:00,"1,28"
12.04.2020 18:00,12.04.2020 19:00,"1,259"
12.04.2020 19:00,12.04.2020 20:00,"1,324"
12.04.2020 20:00,12.04.2020 21:00,"1,268"
12.04.2020 21:00,12.04.2020 22:00,"1,476"
12.04.2020 22:00,12.04.2020 23:00,"1,857"
12.04.2020 23:00,13.04.2020 00:00,"1,484"
13.04.2020 00:00,13.04.2020 01:00,"1,441"
13.04.2020 01:00,13.04.2020 02:00,"1,497"
13.04.2020 02:00,13.04.2020 03:00,"1,525"
13.04.2020 03:00,13.04.2020 04:00,"1,557"
13.04.2020 04:00,13.04.2020 05:00,"2,16"
13.04.2020 05:00,13.04.2020 06:00,"1,63"
13.04.2020 06:00,13.04.2020 07:00,"1,596"
13.04.2020 07:00,13.04.2020 08:00,"1,632"
13.04.2020 08:00,13.04.2020 09:00,"1,628"
13.04.2020 09:00,13.04.2020 10:00,"1,641"
13.04.2020 10:00,13.04.2020 11:00,"2,038"
13.04.2020 11:00,13.04.2020 12:00,"1,414"
13.04.2020 12:00,13.04.2020 13:00,"1,442"
13.04.2020 13:00,13.04.2020 14:00,"1,435"
13.04.2020 14:00,13.04.2020 15:00,"1,485"
13.04.2020 15:00,13.04.2020 16:00,"1,52"
13.04.2020 16:00,13.04.2020 17:00,"1,498"
13.04.2020 17:00,13.04.2020 18:00,"1,972"
13.04.2020 18:00,13.04.2020 19:00,"1,37"
13.04.2020 19:00,13.04.2020 20:00,"1,54"
13.04.2020 20:00,13.04.2020 21:00,"1,574"
13.04.2020 21:00,13.04.2020 22:00,"2,616"
13.04.2020 22:00,13.04.2020 23:00,"1,709"
13.04.2020 23:00,14.04.2020 00:00,"1,664"
14.04.2020 00:00,14.04.2020 01:00,"1,496"
14.04.2020 01:00,14.04.2020 02:00,"1,417"
14.04.2020 02:00,14.04.2020 03:00,"1,921"
14.04.2020 03:00,14.04.2020 04:00,"1,499"
14.04.2020 04:00,14.04.2020 05:00,"1,539"
14.04.2020 05:00,14.04.2020 06:00,"1,438"
14.04.2020 06:00,14.04.2020 07:00,"1,395"
14.04.2020 07:00,14.04.2020 08:00,"2,071"
14.04.2020 08:00,14.04.2020 09:00,"1,551"
14.04.2020 09:00,14.04.2020 10:00,"1,653"
14.04.2020 10:00,14.04.2020 11:00,"2,21"
14.04.2020 11:00,14.04.2020 12:00,"1,697"
14.04.2020 12:00,14.04.2020 13:00,"1,683"
14.04.2020 13:00,14.04.2020 14:00,"2,05"
14.04.2020 14:00,14.04.2020 15:00,"1,71"
14.04.2020 15:00,14.04.2020 16:00,"1,635"
14.04.2020 16:00,14.04.2020 17:00,"3,152"
14.04.2020 17:00,14.04.2020 18:00,"2,569"
14.04.2020 18:00,14.04.2020 19:00,"1,987"
14.04.2020 19:00,14.04.2020 20:00,"4,473"
14.04.2020 20:00,14.04.2020 21:00,"4,805"
14.04.2020 21:00,14.04.2020 22:00,"2,307"
14.04.2020 22:00,14.04.2020 23:00,"2,124"
14.04.2020 23:00,15.04.2020 00:00,"1,356"
15.04.2020 00:00,15.04.2020 01:00,"1,213"
15.04.2020 01:00,15.04.2020 02:00,"1,447"
15.04.2020 02:00,15.04.2020 03:00,"1,456"
15.04.2020 03:00,15.04.2020 04:00,"1,208"
15.04.2020 04:00,15.04.2020 05:00,"1,155"
15.04.2020 05:00,15.04.2020 06:00,"1,735"
15.04.2020 06:00,15.04.2020 07:00,"1,333"
15.04.2020 07:00,15.04.2020 08:00,"1,309"
15.04.2020 08:00,15.04.2020 09:00,"1,688"
15.04.2020 09:00,15.04.2020 10:00,"1,794"
15.04.2020 10:00,15.04.2020 11:00,"1,275"
15.04.2020 11:00,15.04.2020 12:00,"1,36"
15.04.2020 12:00,15.04.2020 13:00,"1,852"
15.04.2020 13:00,15.04.2020 14:00,"1,174"
15.04.2020 14:00,15.04.2020 15:00,"1,438"
15.04.2020 15:00,15.04.2020 16:00,"1,77"
15.04.2020 16:00,15.04.2020 17:00,"2,079"
15.04.2020 17:00,15.04.2020 18:00,"3,029"
15.04.2020 18:00,15.04.2020 19:00,"1,644"
15.04.2020 19:00,15.04.2020 20:00,"1,159"
15.04.2020 20:00,15.04.2020 21:00,"1,525"
15.04.2020 21:00,15.04.2020 22:00,"1,416"
15.04.2020 22:00,15.04.2020 23:00,"2,892"
15.04.2020 23:00,16.04.2020 00:00,"2,814"
16.04.2020 00:00,16.04.2020 01:00,"2,009"
16.04.2020 01:00,16.04.2020 02:00,"0,865"
16.04.2020 02:00,16.04.2020 03:00,"1,078"
16.04.2020 03:00,16.04.2020 04:00,"1,221"
16.04.2020 04:00,16.04.2020 05:00,"1,323"
16.04.2020 05:00,16.04.2020 06:00,"1,039"
16.04.2020 06:00,16.04.2020 07:00,"1,109"
16.04.2020 07:00,16.04.2020 08:00,"1,71"
16.04.2020 08:00,16.04.2020 09:00,"1,768"
16.04.2020 09:00,16.04.2020 10:00,"1,512"
16.04.2020 10:00,16.04.2020 11:00,"1,41"
16.04.2020 11:00,16.04.2020 12:00,"2,872"
16.04.2020 12:00,16.04.2020 13:00,"1,104"
16.04.2020 13:00,16.04.2020 14:00,"1,583"
16.04.2020 14:00,16.04.2020 15:00,"2,85"
16.04.2020 15:00,16.04.2020 16:00,"1,027"
16.04.2020 16:00,16.04.2020 17:00,"2,918"
16.04.2020 17:00,16.04.2020 18:00,"2,529"
16.04.2020 18:00,16.04.2020 19:00,"0,926"
16.04.2020 19:00,16.04.2020 20:00,"0,991"
16.04.2020 20:00,16.04.2020 21:00,"2,163"
16.04.2020 21:00,16.04.2020 22:00,"2,086"
16.04.2020 22:00,16.04.2020 23:00,"1,547"
16.04.2020 23:00,17.04.2020 00:00,"1,505"
17.04.2020 00:00,17.04.2020 01:00,"0,793"
17.04.2020 01:00,17.04.2020 02:00,"0,833"
17.04.2020 02:00,17.04.2020 03:00,"0,951"
17.04.2020 03:00,17.04.2020 04:00,"1,381"
17.04.2020 04:00,17.04.2020 05:00,"0,9"
17.04.2020 05:00,17.04.2020 06:00,"0,953"
17.04.2020 06:00,17.04.2020 07:00,"0,948"
17.04.2020 07:00,17.04.2020 08:00,"1,602"
17.04.2020 08:00,17.04.2020 09:00,"1,108"
17.04.2020 09:00,17.04.2020 10:00,1
17.04.2020 10:00,17.04.2020 11:00,"1,138"
17.04.2020 11:00,17.04.2020 12:00,"1,443"
17.04.2020 12:00,17.04.2020 13:00,"1,125"
17.04.2020 13:00,17.04.2020 14:00,"1,79"
17.04.2020 14:00,17.04.2020 15:00,"1,909"
17.04.2020 15:00,17.04.2020 16:00,"3,068"
17.04.2020 16:00,17.04.2020 17:00,"1,286"
17.04.2020 17:00,17.04.2020 18:00,"2,651"
17.04.2020 18:00,17.04.2020 19:00,"3,867"
17.04.2020 19:00,17.04.2020 20:00,"0,965"
17.04.2020 20:00,17.04.2020 21:00,"1,055"
17.04.2020 21:00,17.04.2020 22:00,"1,742"
17.04.2020 22:00,17.04.2020 23:00,"1,163"
17.04.2020 23:00,18.04.2020 00:00,"1,206"
18.04.2020 00:00,18.04.2020 01:00,"1,417"
18.04.2020 01:00,18.04.2020 02:00,"1,34"
18.04.2020 02:00,18.04.2020 03:00,"0,768"
18.04.2020 03:00,18.04.2020 04:00,"0,93"
18.04.2020 04:00,18.04.2020 05:00,"0,867"
18.04.2020 05:00,18.04.2020 06:00,"1,409"
18.04.2020 06:00,18.04.2020 07:00,"0,913"
18.04.2020 07:00,18.04.2020 08:00,"1,106"
18.04.2020 08:00,18.04.2020 09:00,"0,91"
18.04.2020 09:00,18.04.2020 10:00,"0,849"
18.04.2020 10:00,18.04.2020 11:00,"1,369"
18.04.2020 11:00,18.04.2020 12:00,"0,869"
18.04.2020 12:00,18.04.2020 13:00,"2,231"
18.04.2020 13:00,18.04.2020 14:00,"2,656"
18.04.2020 14:00,18.04.2020 15:00,"1,022"
18.04.2020 15:00,18.04.2020 16:00,"1,826"
18.04.2020 16:00,18.04.2020 17:00,"1,555"
18.04.2020 17:00,18.04.2020 18:00,"2,974"
18.04.2020 18:00,18.04.2020 19:00,"2,934"
18.04.2020 19:00,18.04.2020 20:00,"4,375"
18.04.2020 20:00,18.04.2020 21:00,"2,122"
18.04.2020 21:00,18.04.2020 22:00,"2,097"
18.04.2020 22:00,18.04.2020 23:00,"2,256"
18.04.2020 23:00,19.04.2020 00:00,"1,74"
19.04.2020 00:00,19.04.2020 01:00,"1,626"
19.04.2020 01:00,19.04.2020 02:00,"2,378"
19.04.2020 02:00,19.04.2020 03:00,"3,406"
19.04.2020 03:00,19.04.2020 04:00,"1,548"
19.04.2020 04:00,19.04.2020 05:00,"1,134"
19.04.2020 05:00,19.04.2020 06:00,"1,277"
19.04.2020 06:00,19.04.2020 07:00,"1,768"
19.04.2020 07:00,19.04.2020 08:00,"1,336"
19.04.2020 08:00,19.04.2020 09:00,"1,325"
19.04.2020 09:00,19.04.2020 10:00,"1,211"
19.04.2020 10:00,19.04.2020 11:00,"1,651"
19.04.2020 11:00,19.04.2020 12:00,"1,442"
19.04.2020 12:00,19.04.2020 13:00,"3,015"
19.04.2020 13:00,19.04.2020 14:00,"2,354"
19.04.2020 14:00,19.04.2020 15:00,"1,517"
19.04.2020 15:00,19.04.2020 16:00,"2,109"
19.04.2020 16:00,19.04.2020 17:00,"5,061"
19.04.2020 17:00,19.04.2020 18:00,"2,936"
19.04.2020 18:00,19.04.2020 19:00,"1,851"
19.04.2020 19:00,19.04.2020 20:00,"1,848"
19.04.2020 20:00,19.04.2020 21:00,"2,42"
19.04.2020 21:00,19.04.2020 22:00,"1,494"
19.04.2020 22:00,19.04.2020 23:00,"1,012"
19.04.2020 23:00,20.04.2020 00:00,"0,986"
20.04.2020 00:00,20.04.2020 01:00,"0,73"
20.04.2020 01:00,20.04.2020 02:00,"0,666"
20.04.2020 02:00,20.04.2020 03:00,"0,667"
20.04.2020 03:00,20.04.2020 04:00,"0,622"
20.04.2020 04:00,20.04.2020 05:00,"1,127"
20.04.2020 05:00,20.04.2020 06:00,"0,706"
20.04.2020 06:00,20.04.2020 07:00,"0,756"
20.04.2020 07:00,20.04.2020 08:00,"0,772"
20.04.2020 08:00,20.04.2020 09:00,"1,109"
20.04.2020 09:00,20.04.2020 10:00,"1,503"
20.04.2020 10:00,20.04.2020 11:00,"0,885"
20.04.2020 11:00,20.04.2020 12:00,"1,454"
20.04.2020 12:00,20.04.2020 13:00,"0,924"
20.04.2020 13:00,20.04.2020 14:00,"3,535"
20.04.2020 14:00,20.04.2020 15:00,"1,18"
20.04.2020 15:00,20.04.2020 16:00,"1,833"
20.04.2020 16:00,20.04.2020 17:00,"1,958"
20.04.2020 17:00,20.04.2020 18:00,"3,485"
20.04.2020 18:00,20.04.2020 19:00,"3,161"
20.04.2020 19:00,20.04.2020 20:00,"1,368"
20.04.2020 20:00,20.04.2020 21:00,"0,886"
20.04.2020 21:00,20.04.2020 22:00,"1,267"
20.04.2020 22:00,20.04.2020 23:00,"0,781"
20.04.2020 23:00,21.04.2020 00:00,"0,575"
21.04.2020 00:00,21.04.2020 01:00,"1,052"
21.04.2020 01:00,21.04.2020 02:00,"0,5"
21.04.2020 02:00,21.04.2020 03:00,"0,446"
21.04.2020 03:00,21.04.2020 04:00,"0,477"
21.04.2020 04:00,21.04.2020 05:00,"0,912"
21.04.2020 05:00,21.04.2020 06:00,"0,621"
21.04.2020 06:00,21.04.2020 07:00,"0,553"
21.04.2020 07:00,21.04.2020 08:00,"0,561"
21.04.2020 08:00,21.04.2020 09:00,"1,136"
21.04.2020 09:00,21.04.2020 10:00,"1,266"
21.04.2020 10:00,21.04.2020 11:00,"1,839"
21.04.2020 11:00,21.04.2020 12:00,"1,112"
21.04.2020 12:00,21.04.2020 13:00,"1,501"
21.04.2020 13:00,21.04.2020 14:00,"0,847"
21.04.2020 14:00,21.04.2020 15:00,"0,842"
21.04.2020 15:00,21.04.2020 16:00,"1,445"
21.04.2020 16:00,21.04.2020 17:00,"1,001"
21.04.2020 17:00,21.04.2020 18:00,"2,802"
