Fra,Til,KWH 60 Forbruk
05.12.2021 05:00,05.12.2021 06:00,"3,497"
05.12.2021 06:00,05.12.2021 07:00,"3,954"
05.12.2021 07:00,05.12.2021 08:00,"2,967"
05.12.2021 08:00,05.12.2021 09:00,"2,952"
05.12.2021 09:00,05.12.2021 10:00,"2,909"
05.12.2021 10:00,05.12.2021 11:00,"5,411"
05.12.2021 11:00,05.12.2021 12:00,"4,566"
05.12.2021 12:00,05.12.2021 13:00,"4,729"
05.12.2021 13:00,05.12.2021 14:00,"2,85"
05.12.2021 14:00,05.12.2021 15:00,"3,334"
05.12.2021 15:00,05.12.2021 16:00,"3,725"
05.12.2021 16:00,05.12.2021 17:00,"3,561"
05.12.2021 17:00,05.12.2021 18:00,"3,135"
05.12.2021 18:00,05.12.2021 19:00,"2,688"
05.12.2021 19:00,05.12.2021 20:00,"2,835"
05.12.2021 20:00,05.12.2021 21:00,"3,448"
05.12.2021 21:00,05.12.2021 22:00,"3,469"
05.12.2021 22:00,05.12.2021 23:00,"2,937"
05.12.2021 23:00,06.12.2021 00:00,"1,515"
06.12.2021 00:00,06.12.2021 01:00,"1,089"
06.12.2021 01:00,06.12.2021 02:00,"1,132"
06.12.2021 02:00,06.12.2021 03:00,"1,699"
06.12.2021 03:00,06.12.2021 04:00,"1,246"
06.12.2021 04:00,06.12.2021 05:00,"1,298"
06.12.2021 05:00,06.12.2021 06:00,"1,354"
06.12.2021 06:00,06.12.2021 07:00,"2,834"
06.12.2021 07:00,06.12.2021 08:00,"1,747"
06.12.2021 08:00,06.12.2021 09:00,"2,726"
06.12.2021 09:00,06.12.2021 10:00,"2,444"
06.12.2021 10:00,06.12.2021 11:00,"2,418"
06.12.2021 11:00,06.12.2021 12:00,"3,651"
06.12.2021 12:00,06.12.2021 13:00,"3,489"
06.12.2021 13:00,06.12.2021 14:00,"3,948"
06.12.2021 14:00,06.12.2021 15:00,"3,458"
06.12.2021 15:00,06.12.2021 16:00,"3,19"
06.12.2021 16:00,06.12.2021 17:00,"2,835"
06.12.2021 17:00,06.12.2021 18:00,"2,969"
06.12.2021 18:00,06.12.2021 19:00,"3,299"
06.12.2021 19:00,06.12.2021 20:00,"3,624"
06.12.2021 20:00,06.12.2021 21:00,"4,139"
06.12.2021 21:00,06.12.2021 22:00,"3,758"
06.12.2021 22:00,06.12.2021 23:00,"1,228"
06.12.2021 23:00,07.12.2021 00:00,"1,414"
07.12.2021 00:00,07.12.2021 01:00,"0,873"
07.12.2021 01:00,07.12.2021 02:00,"0,84"
07.12.2021 02:00,07.12.2021 03:00,"1,307"
07.12.2021 03:00,07.12.2021 04:00,"0,776"
07.12.2021 04:00,07.12.2021 05:00,"0,781"
07.12.2021 05:00,07.12.2021 06:00,"0,775"
07.12.2021 06:00,07.12.2021 07:00,"2,733"
07.12.2021 07:00,07.12.2021 08:00,"2,591"
07.12.2021 08:00,07.12.2021 09:00,"1,429"
07.12.2021 09:00,07.12.2021 10:00,"1,499"
07.12.2021 10:00,07.12.2021 11:00,"1,866"
07.12.2021 11:00,07.12.2021 12:00,"1,463"
07.12.2021 12:00,07.12.2021 13:00,"3,499"
07.12.2021 13:00,07.12.2021 14:00,"4,71"
07.12.2021 14:00,07.12.2021 15:00,"3,923"
07.12.2021 15:00,07.12.2021 16:00,"3,029"
07.12.2021 16:00,07.12.2021 17:00,"2,176"
07.12.2021 17:00,07.12.2021 18:00,"1,31"
07.12.2021 18:00,07.12.2021 19:00,"1,026"
07.12.2021 19:00,07.12.2021 20:00,"3,021"
07.12.2021 20:00,07.12.2021 21:00,"2,83"
07.12.2021 21:00,07.12.2021 22:00,"4,016"
07.12.2021 22:00,07.12.2021 23:00,"4,103"
07.12.2021 23:00,08.12.2021 00:00,"3,439"
08.12.2021 00:00,08.12.2021 01:00,"2,408"
08.12.2021 01:00,08.12.2021 02:00,"1,941"
08.12.2021 02:00,08.12.2021 03:00,"2,588"
08.12.2021 03:00,08.12.2021 04:00,"2,116"
08.12.2021 04:00,08.12.2021 05:00,"2,101"
08.12.2021 05:00,08.12.2021 06:00,"2,077"
08.12.2021 06:00,08.12.2021 07:00,"3,522"
08.12.2021 07:00,08.12.2021 08:00,"2,758"
08.12.2021 08:00,08.12.2021 09:00,"4,868"
08.12.2021 09:00,08.12.2021 10:00,"2,957"
08.12.2021 10:00,08.12.2021 11:00,"2,787"
08.12.2021 11:00,08.12.2021 12:00,"2,428"
08.12.2021 12:00,08.12.2021 13:00,"3,449"
08.12.2021 13:00,08.12.2021 14:00,"2,723"
08.12.2021 14:00,08.12.2021 15:00,"1,581"
08.12.2021 15:00,08.12.2021 16:00,"2,493"
08.12.2021 16:00,08.12.2021 17:00,"1,557"
08.12.2021 17:00,08.12.2021 18:00,"2,539"
08.12.2021 18:00,08.12.2021 19:00,"2,654"
08.12.2021 19:00,08.12.2021 20:00,"2,929"
08.12.2021 20:00,08.12.2021 21:00,"4,285"
08.12.2021 21:00,08.12.2021 22:00,"5,002"
08.12.2021 22:00,08.12.2021 23:00,"2,019"
08.12.2021 23:00,09.12.2021 00:00,"1,195"
09.12.2021 00:00,09.12.2021 01:00,"1,228"
09.12.2021 01:00,09.12.2021 02:00,"1,588"
09.12.2021 02:00,09.12.2021 03:00,"1,398"
09.12.2021 03:00,09.12.2021 04:00,"1,242"
09.12.2021 04:00,09.12.2021 05:00,"1,236"
09.12.2021 05:00,09.12.2021 06:00,"1,484"
09.12.2021 06:00,09.12.2021 07:00,"3,225"
09.12.2021 07:00,09.12.2021 08:00,"2,373"
09.12.2021 08:00,09.12.2021 09:00,"3,316"
09.12.2021 09:00,09.12.2021 10:00,"1,569"
09.12.2021 10:00,09.12.2021 11:00,"1,711"
09.12.2021 11:00,09.12.2021 12:00,"1,117"
09.12.2021 12:00,09.12.2021 13:00,"1,446"
09.12.2021 13:00,09.12.2021 14:00,"2,115"
09.12.2021 14:00,09.12.2021 15:00,"1,197"
09.12.2021 15:00,09.12.2021 16:00,"3,449"
09.12.2021 16:00,09.12.2021 17:00,"5,53"
09.12.2021 17:00,09.12.2021 18:00,"3,525"
09.12.2021 18:00,09.12.2021 19:00,"3,414"
09.12.2021 19:00,09.12.2021 20:00,"4,03"
09.12.2021 20:00,09.12.2021 21:00,"4,566"
09.12.2021 21:00,09.12.2021 22:00,"4,826"
09.12.2021 22:00,09.12.2021 23:00,"1,291"
09.12.2021 23:00,10.12.2021 00:00,"1,257"
10.12.2021 00:00,10.12.2021 01:00,"0,75"
10.12.2021 01:00,10.12.2021 02:00,"0,706"
10.12.2021 02:00,10.12.2021 03:00,"1,15"
10.12.2021 03:00,10.12.2021 04:00,"0,653"
10.12.2021 04:00,10.12.2021 05:00,"0,65"
10.12.2021 05:00,10.12.2021 06:00,"1,27"
10.12.2021 06:00,10.12.2021 07:00,"3,895"
10.12.2021 07:00,10.12.2021 08:00,"3,892"
10.12.2021 08:00,10.12.2021 09:00,"2,572"
10.12.2021 09:00,10.12.2021 10:00,"1,233"
10.12.2021 10:00,10.12.2021 11:00,"1,456"
10.12.2021 11:00,10.12.2021 12:00,"1,588"
10.12.2021 12:00,10.12.2021 13:00,"2,027"
10.12.2021 13:00,10.12.2021 14:00,"1,717"
10.12.2021 14:00,10.12.2021 15:00,"3,83"
10.12.2021 15:00,10.12.2021 16:00,"4,383"
10.12.2021 16:00,10.12.2021 17:00,"3,809"
10.12.2021 17:00,10.12.2021 18:00,"4,028"
10.12.2021 18:00,10.12.2021 19:00,"3,471"
10.12.2021 19:00,10.12.2021 20:00,"3,425"
10.12.2021 20:00,10.12.2021 21:00,"5,588"
10.12.2021 21:00,10.12.2021 22:00,"3,84"
10.12.2021 22:00,10.12.2021 23:00,"2,421"
10.12.2021 23:00,11.12.2021 00:00,"1,03"
11.12.2021 00:00,11.12.2021 01:00,"1,307"
11.12.2021 01:00,11.12.2021 02:00,"1,852"
11.12.2021 02:00,11.12.2021 03:00,"1,345"
11.12.2021 03:00,11.12.2021 04:00,"1,357"
11.12.2021 04:00,11.12.2021 05:00,"1,346"
11.12.2021 05:00,11.12.2021 06:00,"1,863"
11.12.2021 06:00,11.12.2021 07:00,"1,348"
11.12.2021 07:00,11.12.2021 08:00,"0,97"
11.12.2021 08:00,11.12.2021 09:00,"1,464"
11.12.2021 09:00,11.12.2021 10:00,"1,466"
11.12.2021 10:00,11.12.2021 11:00,"2,177"
11.12.2021 11:00,11.12.2021 12:00,"3,647"
11.12.2021 12:00,11.12.2021 13:00,"2,142"
11.12.2021 13:00,11.12.2021 14:00,"0,242"
11.12.2021 14:00,11.12.2021 15:00,"0,239"
11.12.2021 15:00,11.12.2021 16:00,"0,738"
11.12.2021 16:00,11.12.2021 17:00,"0,24"
11.12.2021 17:00,11.12.2021 18:00,"0,238"
11.12.2021 18:00,11.12.2021 19:00,"1,905"
11.12.2021 19:00,11.12.2021 20:00,5
11.12.2021 20:00,11.12.2021 21:00,"3,058"
11.12.2021 21:00,11.12.2021 22:00,"4,19"
11.12.2021 22:00,11.12.2021 23:00,"4,147"
11.12.2021 23:00,12.12.2021 00:00,"3,296"
12.12.2021 00:00,12.12.2021 01:00,"2,963"
12.12.2021 01:00,12.12.2021 02:00,"2,64"
12.12.2021 02:00,12.12.2021 03:00,"2,724"
12.12.2021 03:00,12.12.2021 04:00,"2,936"
12.12.2021 04:00,12.12.2021 05:00,"2,496"
12.12.2021 05:00,12.12.2021 06:00,"2,612"
12.12.2021 06:00,12.12.2021 07:00,"2,909"
12.12.2021 07:00,12.12.2021 08:00,"2,314"
12.12.2021 08:00,12.12.2021 09:00,"2,517"
12.12.2021 09:00,12.12.2021 10:00,"1,958"
12.12.2021 10:00,12.12.2021 11:00,"2,8"
12.12.2021 11:00,12.12.2021 12:00,"4,046"
12.12.2021 12:00,12.12.2021 13:00,"4,23"
12.12.2021 13:00,12.12.2021 14:00,"3,885"
12.12.2021 14:00,12.12.2021 15:00,"0,746"
12.12.2021 15:00,12.12.2021 16:00,"0,618"
12.12.2021 16:00,12.12.2021 17:00,"0,646"
12.12.2021 17:00,12.12.2021 18:00,"1,051"
12.12.2021 18:00,12.12.2021 19:00,"3,514"
12.12.2021 19:00,12.12.2021 20:00,"2,772"
12.12.2021 20:00,12.12.2021 21:00,"2,785"
12.12.2021 21:00,12.12.2021 22:00,"2,714"
12.12.2021 22:00,12.12.2021 23:00,"2,553"
12.12.2021 23:00,13.12.2021 00:00,"0,85"
